Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"M1026972", 12.47, 2,    7303.84, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L2860483", 12.47, 2,    7303.75, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L2860490", 12.47, 1,    7282.52,  -34.3,    1.0115, 2,    7378.66, -153.9,    1.0249, 3,     7469.1,   88.6,    1.0374
"L3104134", 12.47, 1,     7276.2,  -34.3,    1.0106, 2,    7377.61, -153.9,    1.0247, 3,    7468.52,   88.6,    1.0374
"M1089144", 12.47, 1,    7128.62,  -33.0,   0.99015, 0, 0, 0, 0, 0, 0, 0, 0
"P827522", 12.47, 1,    7128.62,  -33.0,   0.99015, 0, 0, 0, 0, 0, 0, 0, 0
"M1089118", 12.47, 1,    7463.09,  -33.4,    1.0366, 2,    7486.57, -152.8,    1.0399, 3,     7449.8,   89.2,    1.0348
"L3048208", 12.47, 1,    7463.07,  -33.4,    1.0366, 0, 0, 0, 0, 0, 0, 0, 0
"M1108505", 12.47, 1,    7064.85,  -30.6,   0.98129, 2,    7476.57, -151.8,    1.0385, 3,    7693.88,   92.8,    1.0687
"L2955047", 12.47, 1,    7058.39,  -30.7,   0.98039, 2,    7473.72, -151.8,    1.0381, 3,    7695.63,   92.8,    1.0689
"M1089148", 12.47, 1,    7127.44,  -33.0,   0.98998, 0, 0, 0, 0, 0, 0, 0, 0
"L2766721", 12.47, 1,     7127.4,  -33.0,   0.98998, 0, 0, 0, 0, 0, 0, 0, 0
"M1026745", 12.47, 2,    7241.32, -156.4,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0
"L3029183", 12.47, 2,    7241.16, -156.4,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0
"L2710512", 12.47, 2,     7307.3, -156.1,     1.015, 0, 0, 0, 0, 0, 0, 0, 0
"M1047828", 12.47, 2,    7305.79, -156.1,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"M1047342", 12.47, 1,    7267.24,  -34.3,    1.0094, 0, 0, 0, 0, 0, 0, 0, 0
"L3197645", 12.47, 1,    7267.18,  -34.3,    1.0094, 0, 0, 0, 0, 0, 0, 0, 0
"M1069192", 12.47, 1,    7381.62,  -33.8,    1.0253, 0, 0, 0, 0, 0, 0, 0, 0
"L3235253", 12.47, 1,    7381.58,  -33.8,    1.0253, 0, 0, 0, 0, 0, 0, 0, 0
"L3214071", 12.47, 1,    7228.17,  -31.1,     1.004, 2,    7507.71, -151.5,    1.0428, 3,    7627.65,   91.5,    1.0595
"M1125952", 12.47, 1,    7223.38,  -31.1,    1.0033, 2,    7506.76, -151.5,    1.0427, 3,    7629.48,   91.5,    1.0597
"M1027101", 12.47, 2,     7251.5, -156.1,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"L2860480", 12.47, 2,    7251.34, -156.1,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"L2710517", 12.47, 1,    7252.38,  -33.4,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0
"M1026646", 12.47, 1,    7251.68,  -33.4,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"M1069662", 12.47, 2,    7217.54, -155.1,    1.0025, 0, 0, 0, 0, 0, 0, 0, 0
"L2935547", 12.47, 2,    7217.53, -155.1,    1.0025, 0, 0, 0, 0, 0, 0, 0, 0
"M1026931", 12.47, 1,    7257.71,  -33.8,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0
"L3216336", 12.47, 1,    7257.34,  -33.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"L3142049", 12.47, 1,    7095.13,  -30.6,   0.98549, 2,    7484.67, -151.6,    1.0396, 3,    7683.58,   92.7,    1.0672
"M1108493", 12.47, 1,    7087.83,  -30.5,   0.98448, 2,    7483.62, -151.6,    1.0395, 3,    7687.41,   92.8,    1.0678
"M1069169", 12.47, 1,    7387.86,  -33.8,    1.0262, 2,    7447.34, -153.2,    1.0344, 3,    7442.03,   88.9,    1.0337
"L3010556", 12.47, 1,    7381.03,  -33.8,    1.0252, 2,    7442.18, -153.2,    1.0337, 3,    7444.01,   88.9,     1.034
"L2991933", 12.47, 3,    7419.96,   92.3,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L3122837", 12.47, 3,    7419.75,   92.3,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L2691936", 12.47, 1,     7256.9,  -33.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"L2897772", 12.47, 1,    7207.17,  -34.4,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0
"L3101814", 12.47, 1,    7207.17,  -34.4,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0
"L2766732", 12.47, 2,    7293.68, -154.1,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0
"L2989564", 12.47, 2,    7219.74, -155.1,    1.0028, 0, 0, 0, 0, 0, 0, 0, 0
"M1126016", 12.47, 1,    7052.11,  -30.7,   0.97952, 0, 0, 0, 0, 0, 0, 0, 0
"L3120534", 12.47, 1,    7051.98,  -30.7,    0.9795, 0, 0, 0, 0, 0, 0, 0, 0
"M1026330", 12.47, 1,    7145.13,  -34.4,   0.99244, 2,     7330.8, -154.1,    1.0182, 3,    7466.35,   88.8,    1.0371
"L2766726", 12.47, 2,     7330.8, -154.1,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0
"P901912", 12.47, 2,    7418.62, -155.8,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"L3195365", 12.47, 2,    7418.62, -155.8,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"M1108381", 12.47, 1,    7140.01,  -30.8,   0.99173, 2,    7486.98, -151.6,    1.0399, 3,    7655.92,   92.2,    1.0634
"L3254237", 12.47, 1,    7139.41,  -30.8,   0.99165, 2,    7486.81, -151.6,    1.0399, 3,    7655.68,   92.2,    1.0634
"L2804262", 12.47, 1,    7282.75,  -33.7,    1.0116, 0, 0, 0, 0, 0, 0, 0, 0
"L2841639", 12.47, 1,    7279.29,  -33.7,    1.0111, 0, 0, 0, 0, 0, 0, 0, 0
"N1230123", 12.47, 2,    7488.34, -151.6,    1.0401, 0, 0, 0, 0, 0, 0, 0, 0
"L2708744", 12.47, 2,    7487.91, -151.6,    1.0401, 0, 0, 0, 0, 0, 0, 0, 0
"M1069519", 12.47, 1,    7250.07,  -31.9,     1.007, 2,    7422.27, -154.7,    1.0309, 3,    7605.41,   92.3,    1.0564
"P901927", 12.47, 2,    7422.09, -154.7,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"L2897790", 12.47, 3,    7610.08,   92.2,     1.057, 0, 0, 0, 0, 0, 0, 0, 0
"L2935566", 12.47, 3,    7610.04,   92.2,     1.057, 0, 0, 0, 0, 0, 0, 0, 0
"L3216337", 12.47, 1,    7257.67,  -33.8,    1.0081, 0, 0, 0, 0, 0, 0, 0, 0
"P901931", 12.47, 3,    7611.43,   92.2,    1.0572, 0, 0, 0, 0, 0, 0, 0, 0
"M1069548", 12.47, 3,    7611.32,   92.2,    1.0572, 0, 0, 0, 0, 0, 0, 0, 0
"M1010013", 12.47, 1,    7022.75,  -34.0,   0.97544, 0, 0, 0, 0, 0, 0, 0, 0
"L3120503", 12.47, 1,    7022.69,  -34.0,   0.97543, 0, 0, 0, 0, 0, 0, 0, 0
"M1089145", 12.47, 1,     7127.1,  -33.0,   0.98994, 2,    7422.71, -152.3,     1.031, 3,    7452.73,   89.5,    1.0352
"L3215385", 12.47, 1,    7127.09,  -33.0,   0.98993, 2,    7422.69, -152.3,     1.031, 3,     7452.7,   89.5,    1.0352
"M1026852", 12.47, 1,    7278.27,  -33.7,    1.0109, 2,    7430.56, -156.1,    1.0321, 3,    7425.69,   92.4,    1.0314
"M1069420", 12.47, 1,    7305.48,  -33.2,    1.0147, 2,    7314.82, -156.2,     1.016, 3,    7402.53,   92.0,    1.0282
"L3157708", 12.47, 3,    7431.48,   92.3,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"N1137991", 12.47, 3,    7431.47,   92.3,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"M1108413", 12.47, 1,    7142.87,  -30.8,   0.99213, 0, 0, 0, 0, 0, 0, 0, 0
"M1108460", 12.47, 1,    7142.27,  -30.8,   0.99204, 0, 0, 0, 0, 0, 0, 0, 0
"P827532", 12.47, 1,    7241.36,  -34.3,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0
"M1047326", 12.47, 1,    7241.35,  -34.3,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0
"E182732", 12.47, 1,    7301.05,  -33.3,    1.0141, 2,    7432.49, -155.7,    1.0324, 3,    7410.13,   92.4,    1.0292
"M1026760", 12.47, 1,    7300.61,  -33.3,     1.014, 2,    7432.52, -155.7,    1.0324, 3,       7410,   92.4,    1.0292
"L3048205", 12.47, 3,    7392.48,   89.6,    1.0268, 0, 0, 0, 0, 0, 0, 0, 0
"M1108361", 12.47, 3,    7370.19,   89.5,    1.0237, 0, 0, 0, 0, 0, 0, 0, 0
"M3036169", 12.47, 1,    7253.92,  -33.4,    1.0076, 0, 0, 0, 0, 0, 0, 0, 0
"L2673317", 12.47, 1,    7253.87,  -33.4,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"L3178981", 12.47, 2,    7371.58, -153.9,    1.0239, 0, 0, 0, 0, 0, 0, 0, 0
"M1047368", 12.47, 2,    7355.83, -153.9,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"N1136354", 12.47, 1,    7248.79,  -31.9,    1.0068, 2,    7415.18, -154.8,      1.03, 3,    7609.37,   92.3,    1.0569
"L2879794", 12.47, 1,    7320.39,  -31.8,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"M1142811", 12.47, 1,     7320.3,  -31.8,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"M1069565", 12.47, 2,    7355.33, -154.9,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0
"L2785536", 12.47, 2,    7355.17, -154.9,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0
"L3104114", 12.47, 2,    7346.13, -156.4,    1.0204, 0, 0, 0, 0, 0, 0, 0, 0
"M1009824", 12.47, 2,    7344.28, -156.4,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0
"L2745848", 12.47, 1,    7311.66,  -33.3,    1.0156, 2,    7361.45, -156.0,    1.0225, 3,    7411.12,   92.1,    1.0294
"L2673308", 12.47, 1,    7311.21,  -33.2,    1.0155, 2,    7358.43, -156.0,    1.0221, 3,    7410.93,   92.1,    1.0294
"L2991939", 12.47, 1,    7310.32,  -33.2,    1.0154, 2,    7352.55, -156.1,    1.0213, 3,    7410.57,   92.1,    1.0293
"L2916606", 12.47, 3,    7424.79,   89.6,    1.0313, 0, 0, 0, 0, 0, 0, 0, 0
"L2822864", 12.47, 3,    7424.76,   89.6,    1.0313, 0, 0, 0, 0, 0, 0, 0, 0
"M1142851", 12.47, 1,    7317.94,  -31.4,    1.0164, 2,    7525.85, -151.4,    1.0453, 3,    7594.69,   90.7,    1.0549
"196-31070", 12.47, 1,    7316.71,  -31.4,    1.0163, 2,     7525.6, -151.4,    1.0453, 3,    7595.12,   90.7,    1.0549
"M1209822", 12.47, 3,    7505.51,   89.8,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"M1209823", 12.47, 3,    7502.75,   89.8,    1.0421, 0, 0, 0, 0, 0, 0, 0, 0
"M1069550", 12.47, 2,    7357.39, -154.9,    1.0219, 0, 0, 0, 0, 0, 0, 0, 0
"M1069551", 12.47, 2,    7356.69, -154.9,    1.0218, 0, 0, 0, 0, 0, 0, 0, 0
"L3141397", 12.47, 2,     7303.7, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L3649299", 12.47, 1,    7320.47,  -33.6,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"M3772794", 12.47, 1,    7320.43,  -33.6,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"P895106", 12.47, 2,    7499.62, -151.5,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0
"L3048887", 12.47, 2,    7499.49, -151.5,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0
"M1047824", 12.47, 2,    7265.06, -156.1,    1.0091, 0, 0, 0, 0, 0, 0, 0, 0
"M1047834", 12.47, 2,    7252.06, -156.1,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0
"M1069350", 12.47, 1,    7305.55,  -33.1,    1.0147, 2,     7289.2, -156.3,    1.0125, 3,    7391.14,   91.8,    1.0266
"N1144668", 12.47, 1,    7305.74,  -33.1,    1.0147, 2,    7289.08, -156.3,    1.0124, 3,     7390.6,   91.8,    1.0265
"L2879072", 12.47, 2,    7265.89, -156.3,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"M1047441", 12.47, 2,    7259.59, -156.4,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0
"M1108274", 12.47, 2,    7476.63, -152.8,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"M1108269", 12.47, 2,    7476.56, -152.8,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"L3235244", 12.47, 1,    7301.25,  -33.1,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"M1069398", 12.47, 1,    7301.09,  -33.1,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"N1147862", 12.47, 1,    7213.65,  -33.8,     1.002, 0, 0, 0, 0, 0, 0, 0, 0
"L2685805", 12.47, 1,     7213.6,  -33.8,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0
"M1069247", 12.47, 1,     7306.1,  -33.1,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"M1069248", 12.47, 1,    7305.97,  -33.1,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"L2786273", 12.47, 2,    7476.35, -152.8,    1.0384, 0, 0, 0, 0, 0, 0, 0, 0
"M1108278", 12.47, 2,    7476.12, -152.8,    1.0384, 0, 0, 0, 0, 0, 0, 0, 0
"L3254238", 12.47, 1,    7200.16,  -34.4,    1.0001, 2,    7359.87, -154.0,    1.0223, 3,    7462.96,   88.7,    1.0366
"M1047303", 12.47, 1,    7194.71,  -34.4,   0.99933, 2,    7357.47, -154.0,    1.0219, 3,    7462.68,   88.7,    1.0365
"M1047633", 12.47, 3,    7441.18,   92.3,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"L2897554", 12.47, 3,    7440.69,   92.3,    1.0335, 0, 0, 0, 0, 0, 0, 0, 0
"M1069627", 12.47, 2,    7225.04, -155.1,    1.0035, 0, 0, 0, 0, 0, 0, 0, 0
"L2897791", 12.47, 2,    7220.54, -155.1,    1.0029, 0, 0, 0, 0, 0, 0, 0, 0
"M1089097", 12.47, 2,    7478.41, -152.8,    1.0387, 0, 0, 0, 0, 0, 0, 0, 0
"M1108270", 12.47, 2,    7477.96, -152.8,    1.0387, 0, 0, 0, 0, 0, 0, 0, 0
"N1142101", 12.47, 1,    7098.88,  -30.6,   0.98602, 0, 0, 0, 0, 0, 0, 0, 0
"L2936214", 12.47, 1,    7098.84,  -30.6,   0.98601, 0, 0, 0, 0, 0, 0, 0, 0
"L3066810", 12.47, 3,    7404.99,   92.0,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"L2897769", 12.47, 3,    7404.64,   92.0,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"M1209758", 12.47, 2,    7530.35, -151.1,    1.0459, 0, 0, 0, 0, 0, 0, 0, 0
"M1209753", 12.47, 2,    7527.75, -151.1,    1.0456, 0, 0, 0, 0, 0, 0, 0, 0
"M1047528", 12.47, 1,    7406.96,  -33.3,    1.0288, 2,     7470.5, -155.7,    1.0376, 3,    7451.24,   92.3,     1.035
"L2858166", 12.47, 1,    7406.37,  -33.3,    1.0287, 2,    7470.25, -155.7,    1.0376, 3,     7451.1,   92.3,    1.0349
"M1142843", 12.47, 1,    7329.84,  -31.5,    1.0181, 2,    7528.28, -151.4,    1.0457, 3,    7590.55,   90.6,    1.0543
"L3081380", 12.47, 1,     7328.8,  -31.5,     1.018, 2,    7527.26, -151.4,    1.0455, 3,    7586.54,   90.5,    1.0538
"L2804272", 12.47, 2,    7357.21, -154.9,    1.0219, 0, 0, 0, 0, 0, 0, 0, 0
"L2841641", 12.47, 2,    7357.18, -154.9,    1.0219, 0, 0, 0, 0, 0, 0, 0, 0
"M1069393", 12.47, 2,    7276.63, -156.3,    1.0107, 0, 0, 0, 0, 0, 0, 0, 0
"M1069408", 12.47, 2,     7274.3, -156.3,    1.0104, 0, 0, 0, 0, 0, 0, 0, 0
"N1142104", 12.47, 1,    7074.02,  -30.6,   0.98256, 2,    7479.71, -151.7,    1.0389, 3,     7691.8,   92.8,    1.0684
"M1108500", 12.47, 1,    7068.14,  -30.6,   0.98175, 2,    7477.69, -151.7,    1.0386, 3,    7693.14,   92.8,    1.0686
"L3216348", 12.47, 1,    7239.33,  -33.4,    1.0055, 0, 0, 0, 0, 0, 0, 0, 0
"L2841627", 12.47, 1,    7238.77,  -33.4,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"L2916599", 12.47, 1,    7261.03,  -33.8,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"M1047447", 12.47, 2,    7252.81, -156.4,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"L2954349", 12.47, 2,    7252.66, -156.4,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"L3235246", 12.47, 2,    7308.18, -156.1,    1.0151, 0, 0, 0, 0, 0, 0, 0, 0
"M1125911", 12.47, 2,    7515.21, -151.6,    1.0438, 0, 0, 0, 0, 0, 0, 0, 0
"L2711224", 12.47, 2,    7514.59, -151.6,    1.0438, 0, 0, 0, 0, 0, 0, 0, 0
"N1147863", 12.47, 3,    7420.31,   92.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L3122817", 12.47, 3,     7420.3,   92.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"M1186061", 12.47, 1,    7449.85,  -31.2,    1.0348, 2,    7544.14, -151.0,    1.0479, 3,    7581.05,   90.1,     1.053
"L2861223", 12.47, 2,    7544.13, -151.0,    1.0479, 0, 0, 0, 0, 0, 0, 0, 0
"M1069130", 12.47, 1,    7298.74,  -34.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"L3085396", 12.47, 1,    7298.65,  -34.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"E182730", 12.47, 1,    7306.56,  -33.3,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"N1142109", 12.47, 1,    7306.52,  -33.3,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"M1069417", 12.47, 1,    7304.02,  -33.1,    1.0145, 2,    7301.49, -156.3,    1.0142, 3,    7400.07,   91.9,    1.0279
"N1138597", 12.47, 1,     7303.9,  -33.1,    1.0145, 2,    7300.38, -156.3,     1.014, 3,    7399.85,   91.9,    1.0278
"M1026987", 12.47, 2,    7294.38, -156.1,    1.0132, 0, 0, 0, 0, 0, 0, 0, 0
"M1026990", 12.47, 2,    7292.31, -156.1,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"M1142832", 12.47, 1,    7326.62,  -31.6,    1.0176, 2,    7525.04, -151.5,    1.0452, 3,    7578.17,   90.4,    1.0526
"L3160865", 12.47, 1,    7325.99,  -31.6,    1.0176, 2,    7524.43, -151.5,    1.0451, 3,     7575.8,   90.4,    1.0523
"L2673323", 12.47, 3,    7420.13,   92.4,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"M1009809", 12.47, 3,    7420.12,   92.4,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L2822869", 12.47, 1,    7338.32,  -33.3,    1.0193, 2,    7429.65, -155.7,     1.032, 3,    7421.77,   92.3,    1.0309
"M1026808", 12.47, 1,    7333.55,  -33.3,    1.0186, 2,    7429.93, -155.7,     1.032, 3,    7419.77,   92.3,    1.0306
"M1047825", 12.47, 2,    7304.11, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"M1069731", 12.47, 2,    7303.79, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"N1140520", 12.47, 3,    7419.77,   92.3,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L2729410", 12.47, 3,    7419.74,   92.3,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L3178978", 12.47, 1,    7249.26,  -33.4,    1.0069, 0, 0, 0, 0, 0, 0, 0, 0
"M1069384", 12.47, 1,    7301.77,  -33.1,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0
"L3066805", 12.47, 1,    7301.73,  -33.1,    1.0142, 0, 0, 0, 0, 0, 0, 0, 0
"M4362181", 12.47, 2,    7245.27, -156.4,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0
"M1047319", 12.47, 3,    7461.42,   88.7,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"M1047318", 12.47, 3,    7461.34,   88.7,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"L3216358", 12.47, 1,     7259.8,  -33.8,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"M1026826", 12.47, 1,     7259.1,  -33.8,    1.0083, 0, 0, 0, 0, 0, 0, 0, 0
"M1108276", 12.47, 2,    7476.47, -152.8,    1.0385, 0, 0, 0, 0, 0, 0, 0, 0
"M1089198", 12.47, 1,    7366.06,  -31.4,    1.0231, 2,    7494.14, -153.3,    1.0409, 3,    7549.72,   92.5,    1.0486
"M1089201", 12.47, 1,    7346.98,  -31.5,    1.0205, 2,    7484.23, -153.5,    1.0395, 3,    7557.62,   92.5,    1.0497
"M1047763", 12.47, 1,    7285.27,  -33.2,    1.0119, 2,    7332.93, -156.0,    1.0185, 3,    7463.35,   92.3,    1.0366
"N1136027", 12.47, 1,    7285.11,  -33.2,    1.0119, 0, 0, 0, 0, 0, 0, 0, 0
"L3101827", 12.47, 3,    7511.81,   92.7,    1.0434, 0, 0, 0, 0, 0, 0, 0, 0
"M1108540", 12.47, 3,    7510.67,   92.7,    1.0432, 0, 0, 0, 0, 0, 0, 0, 0
"M1026335", 12.47, 1,    7145.63,  -34.4,   0.99251, 0, 0, 0, 0, 0, 0, 0, 0
"L2804259", 12.47, 1,    7145.57,  -34.4,    0.9925, 0, 0, 0, 0, 0, 0, 0, 0
"N1136357", 12.47, 3,    7610.93,   92.2,    1.0571, 0, 0, 0, 0, 0, 0, 0, 0
"M1047513", 12.47, 1,    7362.45,  -33.2,    1.0226, 2,    7437.23, -155.7,     1.033, 3,    7431.56,   92.3,    1.0322
"M1047507", 12.47, 1,    7350.23,  -33.2,    1.0209, 2,    7428.94, -155.7,    1.0319, 3,    7426.87,   92.3,    1.0316
"M1142863", 12.47, 1,    7305.24,  -31.4,    1.0147, 2,     7523.2, -151.4,     1.045, 3,    7599.22,   90.8,    1.0555
"N1141480", 12.47, 3,    7599.22,   90.8,    1.0555, 0, 0, 0, 0, 0, 0, 0, 0
"M1125916", 12.47, 2,    7515.73, -151.6,    1.0439, 0, 0, 0, 0, 0, 0, 0, 0
"L2879767", 12.47, 2,    7515.64, -151.6,    1.0439, 0, 0, 0, 0, 0, 0, 0, 0
"L3066809", 12.47, 3,    7407.91,   92.1,    1.0289, 0, 0, 0, 0, 0, 0, 0, 0
"M1069487", 12.47, 3,    7407.36,   92.1,    1.0289, 0, 0, 0, 0, 0, 0, 0, 0
"M1142818", 12.47, 1,    7322.02,  -31.8,     1.017, 2,    7520.62, -151.5,    1.0446, 3,    7561.37,   90.2,    1.0503
"P829965", 12.47, 1,    7321.59,  -31.8,    1.0169, 2,    7520.52, -151.5,    1.0446, 3,    7561.39,   90.2,    1.0503
"Q14733", 12.47, 1,     7523.8,  -32.9,     1.045, 2,    7523.55, -155.3,     1.045, 3,    7480.37,   92.3,     1.039
"M1047568", 12.47, 1,    7520.74,  -32.9,    1.0446, 2,    7522.16, -155.3,    1.0448, 3,    7479.59,   92.3,    1.0389
"M1047322", 12.47, 1,     7241.3,  -34.3,    1.0058, 0, 0, 0, 0, 0, 0, 0, 0
"L2954338", 12.47, 2,    7343.39, -156.4,      1.02, 0, 0, 0, 0, 0, 0, 0, 0
"M1047409", 12.47, 1,    7239.94,  -33.4,    1.0056, 0, 0, 0, 0, 0, 0, 0, 0
"L2841648", 12.47, 1,    7239.74,  -33.4,    1.0056, 0, 0, 0, 0, 0, 0, 0, 0
"M1089177", 12.47, 3,    7290.41,   89.4,    1.0126, 0, 0, 0, 0, 0, 0, 0, 0
"M1026951", 12.47, 2,    7350.48, -156.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"L2954347", 12.47, 2,    7350.37, -156.5,    1.0209, 0, 0, 0, 0, 0, 0, 0, 0
"M4122657", 12.47, 3,    7444.52,   89.7,     1.034, 0, 0, 0, 0, 0, 0, 0, 0
"L3027124", 12.47, 3,    7444.39,   89.7,     1.034, 0, 0, 0, 0, 0, 0, 0, 0
"M1069419", 12.47, 1,    7304.55,  -33.2,    1.0146, 2,    7306.32, -156.2,    1.0148, 3,    7400.96,   91.9,     1.028
"M1069418", 12.47, 1,    7304.36,  -33.2,    1.0146, 2,     7304.6, -156.2,    1.0146, 3,    7400.65,   91.9,    1.0279
"M1026824", 12.47, 1,    7206.59,  -33.8,     1.001, 2,    7361.53, -156.4,    1.0225, 3,    7420.32,   92.3,    1.0307
"P859694", 12.47, 3,    7420.28,   92.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"M1047453", 12.47, 2,    7247.08, -156.4,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"L2691948", 12.47, 2,    7247.04, -156.4,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"P860892", 12.47, 3,    7429.23,   89.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"N1139543", 12.47, 3,    7429.17,   89.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"M1089205", 12.47, 1,    7339.74,  -31.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"N1134472", 12.47, 1,    7339.73,  -31.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"L2710542", 12.47, 2,    7360.34, -156.4,    1.0223, 0, 0, 0, 0, 0, 0, 0, 0
"M3032980", 12.47, 1,    7450.77,  -31.2,    1.0349, 2,    7545.61, -151.0,    1.0481, 3,    7580.31,   90.1,    1.0529
"M3032977", 12.47, 1,    7429.06,  -31.2,    1.0319, 2,    7543.08, -151.1,    1.0477, 3,    7582.45,   90.2,    1.0532
"M3763618", 12.47, 1,    7348.57,  -33.5,    1.0207, 2,    7450.62, -155.9,    1.0349, 3,    7434.05,   92.3,    1.0326
"P1121282", 12.47, 3,    7434.04,   92.3,    1.0326, 0, 0, 0, 0, 0, 0, 0, 0
"L2917330", 12.47, 1,    7320.22,  -31.8,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"L2861222", 12.47, 1,    7320.18,  -31.8,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"M1047490", 12.47, 1,    7323.96,  -33.3,    1.0173, 2,    7409.95, -155.8,    1.0292, 3,    7420.85,   92.3,    1.0307
"P1164481", 12.47, 1,     7322.1,  -33.3,     1.017, 0, 0, 0, 0, 0, 0, 0, 0
"M1069356", 12.47, 3,    7389.96,   91.8,    1.0264, 0, 0, 0, 0, 0, 0, 0, 0
"M1069363", 12.47, 3,    7389.95,   91.8,    1.0264, 0, 0, 0, 0, 0, 0, 0, 0
"P828359", 12.47, 3,    7442.79,   92.3,    1.0338, 0, 0, 0, 0, 0, 0, 0, 0
